"sample","abs","df","runID","POPinBottle","projectID","lakeID","site","dateSample","timeSample","depthClass","depthTop","depthBottom","volFiltered","replicate","comments","sampleID"
"P40",0.195,1,"Run2_POP_2019.xlsx",29.091977778672,3,"FE","DeepHole","5/28/2019","10:58","Hypo",8,8,140,"1","","FE_DeepHole_20190528_1058_Hypo_8_Limno.Sample.20160505"
"P41",0.069,1,"Run5_POP_2019.xlsx",11.1408373219801,3,"FE","Inlet1","5/28/2019","10:58","Surface",0,0,140,"1","","FE_Inlet1_20190528_1058_Surface_0_Limno.Sample.20160505"
"P42",0.144,1,"Run6_POP_2019.xlsx",24.8312840490462,3,"WL","DeepHole","5/28/2019","9:15","PML",0,2,140,"1","","WL_DeepHole_20190528_915_PML_2_Limno.Sample.20160505"
"P43",0.571,1,"Run6_POP_2019.xlsx",94.8686831214292,3,"WL","DeepHole","5/28/2019","9:15","Hypo",8,8,140,"1","","WL_DeepHole_20190528_915_Hypo_8_Limno.Sample.20160505"
"P44",0.138,1,"Run6_POP_2019.xlsx",23.8471519777715,15,"PA","DeepHole","5/29/2019","8:38","PML",0,1.5,140,"1","","PA_DeepHole_20190529_838_PML_1.5_Limno.Sample.20160505"
"P45",0.491,1,"Run6_POP_2019.xlsx",81.7469221710999,15,"PA","DeepHole","5/29/2019","8:38","Hypo",6.5,6.5,140,"1","","PA_DeepHole_20190529_838_Hypo_6.5_Limno.Sample.20160505"
"P46",0.134,1,"Run6_POP_2019.xlsx",23.1910639302551,15,"PE","DeepHole","5/29/2019","10:15","PML",0,1,140,"1","","PE_DeepHole_20190529_1015_PML_1_Limno.Sample.20160505"
"P47",0.463,1,"Run6_POP_2019.xlsx",77.1543058384846,15,"PE","DeepHole","5/29/2019","10:15","Hypo",9,9,140,"1","","PE_DeepHole_20190529_1015_Hypo_9_Limno.Sample.20160505"
"P48",0.151,1,"Run6_POP_2019.xlsx",25.9794381322,33,"CB","DeepHole","5/31/2019","10:45","PML",0,0.75,140,"1","","CB_DeepHole_20190531_1045_PML_0.75_Limno.Sample.20160505"
"P49",0.141,1,"Run5_POP_2019.xlsx",23.6144730741856,33,"CB","DeepHole","5/31/2019","10:45","Hypo",2.5,2.5,140,"1","","CB_DeepHole_20190531_1045_Hypo_2.5_Limno.Sample.20160505"
"P5",0.545,1,"Run4_POP_2019.xlsx",93.6601593246388,3,"WL","DeepHole","5/8/2019","11:00","Hypo",8,8,140,"1","","WL_DeepHole_20190508_1100_Hypo_8_Limno.Sample.20160505"
"P50",0.218,1,"Run1_POP_2019.xlsx",35.4139413324594,33,"HB","DeepHole","5/31/2019","11:50","PML",0,0.75,140,"1","","HB_DeepHole_20190531_1150_PML_0.75_Limno.Sample.20160505"
"P51",0.464,1,"Run6_POP_2019.xlsx",77.3183278503637,33,"HB","DeepHole","5/31/2019","11:50","Hypo",3.5,3.5,140,"1","","HB_DeepHole_20190531_1150_Hypo_3.5_Limno.Sample.20160505"
"P52",0.424,1,"Run6_POP_2019.xlsx",70.757447375199,15,"MO","DeepHole","6/3/2019","10:10","PML",0,1,140,"1","","MO_DeepHole_20190603_1010_PML_1_Limno.Sample.20160505"
"P53",0.586,2,"Run5_POP_2019.xlsx",201.416943640911,15,"MO","DeepHole","6/3/2019","10:10","Hypo",6.5,6.5,140,"1","","MO_DeepHole_20190603_1010_Hypo_6.5_Limno.Sample.20160505"
"P54",0.303,1,"Run5_POP_2019.xlsx",51.6801535166478,15,"MO","Outlet","6/3/2019","10:10","Surface",0,0,140,"1","","MO_Outlet_20190603_1010_Surface_0_Limno.Sample.20160505"
"P55",0.146,1,"Run4_POP_2019.xlsx",25.2400011621364,15,"MO","Inlet1","6/3/2019","10:10","Surface",0,0,140,"1","","MO_Inlet1_20190603_1010_Surface_0_Limno.Sample.20160505"
"P56",0.175,1,"Run4_POP_2019.xlsx",30.2128948631704,15,"MO","Inlet2","6/3/2019","10:10","Surface",0,0,140,"1","","MO_Inlet2_20190603_1010_Surface_0_Limno.Sample.20160505"
"P57",0.553,1,"Run2_POP_2019.xlsx",77.8962964960444,15,"MO","Inlet3","6/3/2019","10:10","Surface",0,0,140,"1","","MO_Inlet3_20190603_1010_Surface_0_Limno.Sample.20160505"
"P58",0.282,1,"Run3_POP_2019.xlsx",46.0562971261823,3,"FE","DeepHole","6/4/2019","10:11","PML",0,1.5,140,"1","","FE_DeepHole_20190604_1011_PML_1.5_Limno.Sample.20160505"
"P59",0.39,1,"Run2_POP_2019.xlsx",55.6753357392519,3,"FE","DeepHole","6/4/2019","10:11","Hypo",8,8,140,"1","","FE_DeepHole_20190604_1011_Hypo_8_Limno.Sample.20160505"
"P6",0.273,1,"Run1_POP_2019.xlsx",43.6932131407254,3,"FE","DeepHole","5/13/2019","10:20","PML",0,0.5,100,"1","","FE_DeepHole_20190513_1020_PML_0.5_Limno.Sample.20160505"
"P60",0.096,1,"Run2_POP_2019.xlsx",15.5958114294544,3,"FE","Inlet1","6/4/2019","10:11","Surface",0,0,140,"1","","FE_Inlet1_20190604_1011_Surface_0_Limno.Sample.20160505"
"P61",0.206,1,"Run4_POP_2019.xlsx",35.5287467504826,3,"WL","DeepHole","6/4/2019","8:40","PML",0,2,140,"1","","WL_DeepHole_20190604_840_PML_2_Limno.Sample.20160505"
"P62",0.688,1,"Run5_POP_2019.xlsx",118.379455802746,3,"WL","DeepHole","6/4/2019","8:40","Hypo",8,8,140,"1","","WL_DeepHole_20190604_840_Hypo_8_Limno.Sample.20160505"
"P63",0.125,1,"Run4_POP_2019.xlsx",21.6389402062152,15,"PA","DeepHole","6/5/2019","9:30","PML",0,1,140,"1","","PA_DeepHole_20190605_930_PML_1_Limno.Sample.20160505"
"P64",0.644,1,"Run5_POP_2019.xlsx",110.756678398621,15,"PA","DeepHole","6/5/2019","9:30","Hypo",6.5,6.5,140,"1","","PA_DeepHole_20190605_930_Hypo_6.5_Limno.Sample.20160505"
"P65",0.144,1,"Run4_POP_2019.xlsx",24.8970429758582,15,"PE","DeepHole","6/5/2019","8:30","PML",0,1,140,"1","","PE_DeepHole_20190605_830_PML_1_Limno.Sample.20160505"
"P66",0.701,1,"Run3_POP_2019.xlsx",119.137306796772,15,"PE","DeepHole","6/5/2019","8:30","Hypo",9,9,140,"1","","PE_DeepHole_20190605_830_Hypo_9_Limno.Sample.20160505"
"P67",0.152,1,"Run4_POP_2019.xlsx",26.268875720971,3,"ME","DeepHole","6/6/2019","9:31","PML",0,1,140,"1","","ME_DeepHole_20190606_931_PML_1_Limno.Sample.20160505"
"P68",0.374,1,"Run6_POP_2019.xlsx",62.5563467812432,3,"ME","DeepHole","6/6/2019","9:31","Hypo",3,3,140,"1","","ME_DeepHole_20190606_931_Hypo_3_Limno.Sample.20160505"
"P69",0.294,1,"Run2_POP_2019.xlsx",42.5881441278895,3,"ME","Outlet","6/6/2019","9:31","Surface",0,0,140,"1","","ME_Outlet_20190606_931_Surface_0_Limno.Sample.20160505"
"P7",0.25,1,"Run3_POP_2019.xlsx",40.4749312324857,3,"FE","DeepHole","5/13/2019","10:20","Hypo",8,8,140,"1","","FE_DeepHole_20190513_1020_Hypo_8_Limno.Sample.20160505"
"P70",0.219,1,"Run6_POP_2019.xlsx",37.13293493998,15,"CR","DeepHole","6/7/2019","9:33","PML",0,1,140,"1","","CR_DeepHole_20190607_933_PML_1_Limno.Sample.20160505"
"P71",0.467,1,"Run2_POP_2019.xlsx",66.1723540108655,15,"CR","DeepHole","6/7/2019","9:33","Hypo",8,8,140,"1","","CR_DeepHole_20190607_933_Hypo_8_Limno.Sample.20160505"
"P72",0.186,1,"Run4_POP_2019.xlsx",32.0991648877006,15,"CR","Outlet","6/7/2019","9:33","Surface",0,0,140,"1","","CR_Outlet_20190607_933_Surface_0_Limno.Sample.20160505"
"P73",0.261,1,"Run1_POP_2019.xlsx",41.8868265643765,15,"HB","DeepHole","6/7/2019","11:12","PML",0,0.5,140,"1","","HB_DeepHole_20190607_1112_PML_0.5_Limno.Sample.20160505"
"P74",0.434,1,"Run2_POP_2019.xlsx",61.6736318944597,15,"HB","DeepHole","6/7/2019","11:12","Hypo",4,4,140,"1","","HB_DeepHole_20190607_1112_Hypo_4_Limno.Sample.20160505"
"P75",0.265,1,"Run1_POP_2019.xlsx",42.4889554231595,15,"HB","Outlet","6/7/2019","11:12","Surface",0,0,140,"1","","HB_Outlet_20190607_1112_Surface_0_Limno.Sample.20160505"
"P76",0.348,1,"Run2_POP_2019.xlsx",49.9496894092808,15,"BO","DeepHole","6/10/2019","11:05","PML",0,0.5,140,"1","","BO_DeepHole_20190610_1105_PML_0.5_Limno.Sample.20160505"
"P77",0.873,1,"Run3_POP_2019.xlsx",149.137148475392,15,"BO","DeepHole","6/10/2019","11:05","Hypo",2.5,2.5,140,"1","","BO_DeepHole_20190610_1105_Hypo_2.5_Limno.Sample.20160505"
"P78",0.346,1,"Run2_POP_2019.xlsx",49.6770395840441,15,"NG","DeepHole","6/10/2019","8:58","PML",0,0.5,140,"1","","NG_DeepHole_20190610_858_PML_0.5_Limno.Sample.20160505"
"P79",0.339,1,"Run1_POP_2019.xlsx",53.6283393106447,15,"NG","DeepHole","6/10/2019","8:58","Hypo",3.5,3.5,140,"1","","NG_DeepHole_20190610_858_Hypo_3.5_Limno.Sample.20160505"
"P8",0.133,1,"Run3_POP_2019.xlsx",20.0680621836574,3,"FE","Inlet1","5/13/2019","10:20","Surface",0,0,140,"1","","FE_Inlet1_20190513_1020_Surface_0_Limno.Sample.20160505"
"P80",0.257,1,"Run1_POP_2019.xlsx",41.2846977055935,3,"FE","DeepHole","6/11/2019","10:58","PML",0,1,140,"1","","FE_DeepHole_20190611_1058_PML_1_Limno.Sample.20160505"
"P82",0.189,1,"Run3_POP_2019.xlsx",29.8354524976265,3,"FE","Inlet1","6/11/2019","10:58","Surface",0,0,140,"1","","FE_Inlet1_20190611_1058_Surface_0_Limno.Sample.20160505"
"P83",0.169,1,"Run4_POP_2019.xlsx",29.1840203043358,3,"WL","DeepHole","6/11/2019","9:10","PML",0,1.5,140,"1","","WL_DeepHole_20190611_910_PML_1.5_Limno.Sample.20160505"
"P84",0.844,1,"Run4_POP_2019.xlsx",144.932408173231,3,"WL","DeepHole","6/11/2019","9:10","Hypo",8,8,140,"1","","WL_DeepHole_20190611_910_Hypo_8_Limno.Sample.20160505"
"P85",0.204,1,"Run2_POP_2019.xlsx",30.3189019922372,34,"PA","DeepHole","6/12/2019","8:34","PML",0,2,140,"1","","PA_DeepHole_20190612_834_PML_2_Limno.Sample.20160505"
"P86",0.533,1,"Run6_POP_2019.xlsx",88.6358466700228,34,"PA","DeepHole","6/12/2019","8:34","Hypo",7,7,140,"1","","PA_DeepHole_20190612_834_Hypo_7_Limno.Sample.20160505"
"P87",0.128,1,"Run6_POP_2019.xlsx",22.2069318589804,34,"PE","DeepHole","6/12/2019","9:34","PML",0,1.5,140,"1","","PE_DeepHole_20190612_934_PML_1.5_Limno.Sample.20160505"
"P89",0.183,1,"Run6_POP_2019.xlsx",31.2281425123318,17,"BA","DeepHole","6/13/2019","8:32","PML",0,2,140,"1","","BA_DeepHole_20190613_832_PML_2_Limno.Sample.20160505"
"P9",0.262,1,"Run4_POP_2019.xlsx",45.1315759662725,3,"WL","DeepHole","5/13/2019","9:25","PML",0,1.5,140,"1","","WL_DeepHole_20190513_925_PML_1.5_Limno.Sample.20160505"
"P90",0.151,1,"Run3_POP_2019.xlsx",23.2075804988618,17,"BA","DeepHole","6/13/2019","8:32","Hypo",8,8,140,"1","","BA_DeepHole_20190613_832_Hypo_8_Limno.Sample.20160505"
"P91",0.461,1,"Run5_POP_2019.xlsx",79.0528541950987,17,"BR","DeepHole","6/13/2019","10:56","PML",0,2,140,"1","","BR_DeepHole_20190613_1056_PML_2_Limno.Sample.20160505"
"P92",0.939,1,"Run5_POP_2019.xlsx",161.863935994463,17,"BR","DeepHole","6/13/2019","10:56","Hypo",4,4,140,"1","","BR_DeepHole_20190613_1056_Hypo_4_Limno.Sample.20160505"
"P93",0.223,1,"Run2_POP_2019.xlsx",32.909075331986,17,"CB","DeepHole","6/14/2019","8:47","PML",0,0.5,140,"1","","CB_DeepHole_20190614_847_PML_0.5_Limno.Sample.20160505"
"P94",0.474,1,"Run2_POP_2019.xlsx",67.126628399194,17,"CB","DeepHole","6/14/2019","8:47","Hypo",5,5,140,"1","","CB_DeepHole_20190614_847_Hypo_5_Limno.Sample.20160505"
"P95",0.415,1,"Run5_POP_2019.xlsx",71.0835869089674,17,"MO","DeepHole","6/17/2019","9:30","PML",0,1,140,"1","","MO_DeepHole_20190617_930_PML_1_Limno.Sample.20160505"
"P96",0.633,1,"Run6_POP_2019.xlsx",105.038047857935,17,"MO","DeepHole","6/17/2019","9:30","Hypo",4.5,4.5,140,"1","","MO_DeepHole_20190617_930_Hypo_4.5_Limno.Sample.20160505"
"P97",0.265,1,"Run3_POP_2019.xlsx",43.091196495156,17,"MO","Outlet","6/17/2019","9:30","Surface",0,0,140,"1","","MO_Outlet_20190617_930_Surface_0_Limno.Sample.20160505"
"P98",0.248,1,"Run2_POP_2019.xlsx",36.317198147445,17,"MO","Inlet1","6/17/2019","9:30","Surface",0,0,140,"1","","MO_Inlet1_20190617_930_Surface_0_Limno.Sample.20160505"
"P99",0.62,1,"Run4_POP_2019.xlsx",106.521091310072,17,"MO","Inlet2","6/17/2019","9:30","Surface",0,0,140,"1","","MO_Inlet2_20190617_930_Surface_0_Limno.Sample.20160505"
